filepath,label,source_dataset
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (312).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (313).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (314).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (315).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (316).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (317).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (318).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (32).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (320).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (323).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (326).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (327).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (33).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (330).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (333).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (334).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (336).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (337).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (338).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (339).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (34).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (342).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (343).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (344).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (345).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (346).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (347).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (349).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (35).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (350).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (351).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (352).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (353).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (356).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (357).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (358).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (36).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (360).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (361).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (362).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (363).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (364).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (365).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (367).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (369).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (37).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (370).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (371).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (372).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (373).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (375).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (377).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (378).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (38).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (381).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (382).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (383).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (385).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (386).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (387).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (388).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (39).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (392).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (393).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (394).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (395).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (397).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (399).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (4).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (40).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (401).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (402).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (403).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (405).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (406).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (407).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (408).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (410).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (411).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (412).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (414).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (415).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (416).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (418).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (419).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (42).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (422).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (425).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (427).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (428).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (43).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (430).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (431).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (432).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (433).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (435).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (436).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (437).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (439).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (441).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (442).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (443).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (446).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (447).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (448).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (449).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (450).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (451).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (452).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (453).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (454).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (455).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (456).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (457).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (458).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (459).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (46).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (460).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (461).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (463).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (466).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (467).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (47).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (471).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (474).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (476).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (477).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (479).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (48).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (480).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (481).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (483).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (485).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (486).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (487).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (488).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (489).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (49).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (490).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (491).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (495).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (496).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (497).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (498).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (499).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (5).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (50).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (500).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (501).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (502).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (503).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (504).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (505).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (506).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (507).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (509).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (51).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (510).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (511).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (512).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (513).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (515).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (517).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (518).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (519).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (52).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (520).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (521).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (523).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (524).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (525).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (527).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (528).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (529).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (53).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (530).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (531).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (532).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (533).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (534).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (535).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (536).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (537).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (538).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (54).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (540).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (541).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (543).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (547).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (549).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (55).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (550).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (552).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (553).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (555).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (556).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (557).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (558).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (559).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (560).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (562).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (564).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (565).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (566).jpg,bad,mendeley
D:\Tyre_Classification\datasets\processed\bad\mendeley_bad_Defective (568).jpg,bad,mendeley
